Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	LossPi	DeltaLossPi	KL	Entropy
1	14.665379842122396	7.681564672522283	23.655905	3.7758994	6.666666666666667	-0.0008867111755535007	0.0	0.0	-0.0009395970846526325
2	18.540283203125	5.832999176626999	23.655905	3.7758994	13.92	0.005303618963807821	0.0	-0.0060989223420619965	-0.003861307166516781
3	17.641809975228657	5.250719612593708	23.655905	3.7758994	21.75609756097561	0.00413626991212368	0.0	-0.006131256464868784	-0.004613164812326431
4	14.794163754111842	7.574048516975581	23.655905	-12.29673	29.68421052631579	0.0005225284257903695	0.0	-0.005021901801228523	-0.004759899340569973
5	8.790189560145548	13.561101263015237	23.655905	-22.267044	37.64383561643836	1.9115937902824953e-05	0.0	-0.002485206350684166	-0.004462773445993662
6	3.9897166048542836	16.051971038708242	23.655905	-25.173199	45.61797752808989	-0.00015452585648745298	0.0	-0.00473813246935606	-0.004157937131822109
7	0.2335103716169085	17.2642701068255	23.655905	-25.173199	53.6	-0.0009545567445456982	0.0	-0.005555075593292713	-0.004106317646801472
8	-1.7934687590796101	17.076001983778287	23.655905	-25.173199	61.586776859504134	-0.004491450265049934	0.0	-0.0069051505997776985	-0.004088181536644697
9	-1.8093110244639599	16.109633797665623	23.655905	-25.173199	69.57664233576642	-0.007267392240464687	0.0	-0.009044311009347439	-0.00446687825024128
10	-3.221603892207925	18.788306457976024	23.655905	-72.10783	77.56862745098039	-0.004469485953450203	0.0	-0.013999584130942822	-0.005610164254903793
11	-9.430377305612057	26.90605402773129	23.655905	-75.78103	85.56213017751479	-0.004219814669340849	0.0	-0.018125664442777634	-0.007502187509089708
12	-15.49968459670608	32.45517959328576	23.655905	-96.35766	93.55675675675676	-0.006084192078560591	0.0	-0.016498474404215813	-0.009431758895516396
13	-22.34639303482587	39.0331613703933	23.655905	-127.81977	101.55223880597015	-0.0066122072748839855	0.0	-0.01519753411412239	-0.011094614863395691
14	-30.246656286002302	46.928691984077346	23.655905	-150.05185	109.54838709677419	-0.00608927384018898	0.0	-0.016448425129055977	-0.012401409447193146
15	-38.628834998658796	54.88126082461636	23.655905	-178.55072	117.54506437768241	-0.0063738650642335415	0.0	-0.01555559877306223	-0.013281320221722126
16	-47.688182417168676	63.408895290866184	23.655905	-205.26526	125.5421686746988	-0.008233246393501759	0.0	-0.015000805258750916	-0.013727991841733456
17	-57.161700324292454	71.97005404503517	23.655905	-215.3273	133.53962264150942	-0.009522629901766777	0.0	-0.01605903171002865	-0.014146745204925537
