Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	LossPi	DeltaLossPi	KL	Entropy
48	-380.0394218134034	219.27319916909636	-1.0	-766.0	381.5137976346912	-0.015217025764286518	0.0	-0.0057134502567350864	-0.16693450510501862
49	-388.028314028314	223.89076211195797	-1.0	-782.0	389.5135135135135	-0.01582859456539154	0.0	-0.0018349338788539171	-0.1712724268436432
50	-396.0176544766709	228.5087573963186	-1.0	-798.0	397.51324085750315	-0.015989739447832108	0.0	-0.0038191238418221474	-0.1756146103143692
51	-403.9962917181706	233.108048285608	-1.0	-813.0	405.51297898640297	-0.010574695654213428	0.0	-0.0023219077847898006	-0.18000879883766174
52	-411.9672727272727	237.69495092864236	-1.0	-829.0	413.51272727272726	-0.011300615034997463	0.0	0.00016002042684704065	-0.1841074377298355
53	-419.9393579072533	242.28454885925643	-1.0	-845.0	421.512485136742	-0.011608919128775597	0.0	-0.0021373992785811424	-0.18799397349357605
54	-427.91248541423573	246.87664803816045	-1.0	-861.0	429.512252042007	-0.012111097574234009	0.0	-0.0024718772619962692	-0.19175653159618378
55	-435.88659793814435	251.47099878562648	-1.0	-877.0	437.51202749140896	-0.012526392005383968	0.0	-0.003518374403938651	-0.19542677700519562
56	-443.86164229471314	256.0674387409537	-1.0	-893.0	445.51181102362204	-0.013173511251807213	0.0	-0.002221431117504835	-0.19899651408195496
57	-451.8375690607735	260.6657858900965	-1.0	-909.0	453.5116022099447	-0.01354691106826067	0.0	-0.004109086934477091	-0.20247472822666168
58	-459.814332247557	265.2658756778402	-1.0	-925.0	461.5114006514658	-0.014129810966551304	0.0	-0.0035127035807818174	-0.20586667954921722
59	-467.7918890074707	269.8675591218442	-1.0	-941.0	469.5112059765208	-0.014919416047632694	0.0	-0.0005204418557696044	-0.2093043327331543
60	-475.7701993704092	274.4707546773198	-1.0	-957.0	477.51101783840505	-0.015928346663713455	0.0	0.005249524023383856	-0.21283483505249023
61	-483.749226006192	279.0752827032388	-1.0	-973.0	485.5108359133127	-0.016927378252148628	0.0	0.010945083573460579	-0.21650059521198273
62	-491.7289340101523	283.6810677915434	-1.0	-989.0	493.5106598984772	-0.017789555713534355	0.0	0.014647946693003178	-0.2203177511692047
63	-493.92686170212767	288.6734885276502	-1.0	-995.0	495.7101063829787	-0.018326004967093468	0.0	0.014633433893322945	-0.2242017537355423
64	-10.117647058823529	5.819665997453888	-2.0	-24.0	10.117647058823529	nan	nan	-0.016573084518313408	-0.2319898158311844
65	-17.818181818181817	10.040688337424843	-2.0	-40.0	17.818181818181817	nan	nan	nan	nan
