Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	LossPi	DeltaLossPi	KL	Entropy
30	-329.98209566596194	284.6593156814446	-2.4703007	-871.4015	237.52219873150105	-0.04201453551650047	0.0	0.02552928775548935	0.09750164300203323
31	-347.69663854805725	296.070101686196	-2.4703007	-885.5348	245.52147239263803	-0.04532432183623314	0.0	0.027622727677226067	0.10006728768348694
32	-364.8668935643564	306.4209232056744	-2.4703007	-915.3114	253.52079207920792	-0.0483596995472908	0.0	0.029570842161774635	0.10245196521282196
33	-381.9398092610365	316.57092669965436	-2.4703007	-951.7551	261.5201535508637	-0.05088254436850548	0.0	0.03146776556968689	0.10468842089176178
34	-399.1107425512104	326.86320238385	-2.4703007	-994.44293	269.5195530726257	-0.05381358414888382	0.0	0.03344874456524849	0.10682925581932068
35	-416.4764918625678	337.4581509115412	-2.4703007	-1042.129	277.5189873417722	-0.05646713450551033	0.0	0.035420436412096024	0.10880155116319656
36	-434.3276032513181	348.8674117795434	-2.4703007	-1095.988	285.518453427065	-0.056663528084754944	0.0	0.03739601746201515	0.11044788360595703
37	-452.8419871794872	361.38073300611114	-2.4703007	-1151.2239	293.51794871794874	-0.05601677671074867	0.0	0.039366547018289566	0.11188729852437973
38	-470.92580074875207	372.93061632473416	-2.4703007	-1151.2239	301.5174708818636	-0.0574975349009037	0.0	0.04089370742440224	0.11249691992998123
39	-487.9365883306321	382.5444455697987	-2.4703007	-1151.2239	309.51701782820095	-0.05951468273997307	0.0	0.042006716132164	0.11271945387125015
40	-504.2306477093207	391.0003696923138	-2.4703007	-1156.5808	317.5165876777251	-0.06184689700603485	0.0	0.04281796142458916	0.11275269836187363
41	-520.4384630200308	399.3874971520214	-2.4703007	-1197.3235	325.5161787365177	-0.0647735744714737	0.0	0.04343198984861374	0.1126914694905281
42	-536.8714285714286	408.20899851199437	-2.4703007	-1245.1602	333.5157894736842	-0.06733794510364532	0.0	0.04390760883688927	0.11227606236934662
43	-553.5452918502202	417.4684913413811	-2.4703007	-1276.4984	341.51541850220264	-0.0696880966424942	0.0	0.04420939087867737	0.11117751151323318
44	-570.2454268292682	426.79540591235394	-2.4703007	-1309.6913	349.5150645624103	-0.07170109450817108	0.0	0.04434100165963173	0.10940901935100555
45	-586.8783748246844	436.0284870449711	-2.4703007	-1329.5142	357.5147265077139	-0.07399509847164154	0.0	0.044294990599155426	0.10683063417673111
46	-603.1289866255144	444.6534323460456	-2.4703007	-1338.0741	365.51440329218104	-0.07791518419981003	0.0	0.04412578046321869	0.10333707928657532
47	-618.8701342281879	452.50448772293515	-2.4703007	-1338.426	373.51409395973155	-0.08271166682243347	0.0	0.04385814443230629	0.09894346445798874
48	-633.8315538764783	459.2409208577519	-2.4703007	-1344.6373	381.5137976346912	-0.06941923499107361	0.0	0.043481264263391495	0.09371970593929291
49	-644.9576496138997	461.13277791482017	-2.4703007	-1344.6373	389.5135135135135	-0.041992347687482834	0.0	0.043109387159347534	0.0888034850358963
50	-653.8025693568726	460.60513954748006	-2.4703007	-1344.6373	397.51324085750315	-0.044593360275030136	0.0	0.0428999662399292	0.08499336242675781
51	-661.6953028430161	459.405409237944	-2.4703007	-1344.6373	405.51297898640297	-0.04692564159631729	0.0	0.042808569967746735	0.0818537026643753
52	-668.9395454545455	457.8604048211969	-2.4703007	-1344.6373	413.51272727272726	-0.04875483363866806	0.0	0.04291679710149765	0.07920713722705841
53	-676.3917954815696	456.6356001711195	-2.4703007	-1344.6373	421.512485136742	-0.05014931783080101	0.0	0.043304722756147385	0.07700080424547195
54	-683.2788068844808	455.1009787034113	-2.4703007	-1344.6373	429.512252042007	-0.05237483233213425	0.0	0.04395497590303421	0.07564105838537216
55	-690.2739117983963	453.81183559993696	-2.4703007	-1344.6373	437.51202749140896	-0.05488070100545883	0.0	0.044794369488954544	0.07498027384281158
56	-697.6494656917886	453.0010516057391	-2.4703007	-1344.6373	445.51181102362204	-0.05706775188446045	0.0	0.04582943022251129	0.07512378692626953
57	-705.4319060773481	452.71731084188906	-2.4703007	-1344.6373	453.5116022099447	-0.0595562607049942	0.0	0.047030672430992126	0.07601618766784668
58	-713.6211319218241	452.97739107987843	-2.4703007	-1344.6373	461.5114006514658	-0.06179547309875488	0.0	0.04845302179455757	0.0776345282793045
59	-722.0755069370331	453.65534005016394	-2.4703007	-1344.6373	469.5112059765208	-0.0642717257142067	0.0	0.05012250691652298	0.07980775833129883
60	-730.977111752361	454.9666316189284	-2.4703007	-1344.6373	477.51101783840505	-0.06714719533920288	0.0	0.05197794362902641	0.08253869414329529
61	-740.4115712074304	457.0394070622829	-2.4703007	-1344.6373	485.5108359133127	-0.07062024623155594	0.0	0.054071083664894104	0.0858202800154686
62	-750.2689086294416	459.76350574863386	-2.4703007	-1393.0388	493.5106598984772	-0.07244974374771118	0.0	0.05636141076683998	0.08964317291975021
63	-752.4065824468086	464.3884333413964	-2.4703007	-1410.6917	495.7101063829787	-0.07516960054636002	0.0	0.058768436312675476	0.09431615471839905
64	-47.62545955882353	26.632734783353385	-9.207392	-122.37195	10.117647058823529	0.046997420489788055	0.0	0.003609886858612299	0.299090176820755
65	-93.49280894886364	61.4415025746959	-9.207392	-260.71204	17.818181818181817	-0.021258682012557983	0.0	0.005995812825858593	0.30781203508377075
66	-159.0331433354592	116.27829368215141	-9.207392	-448.9366	25.714285714285715	-0.08465342968702316	0.0	0.00912884809076786	0.3022405207157135
67	-227.84884314903846	158.07911845752332	-9.207392	-460.4231	33.66153846153846	-0.12617191672325134	0.0	0.012413379736244678	0.24681836366653442
68	-273.5165412808642	168.90708966254675	-9.207392	-472.34195	41.629629629629626	-0.09951924532651901	0.0	0.01756652444601059	0.21411947906017303
69	-306.6872986469072	171.48728575395242	-9.207392	-498.4339	49.608247422680414	-0.09921104460954666	0.0	0.022934066131711006	0.20132029056549072
70	-335.1496819690266	173.8045387759337	-9.207392	-556.9587	57.5929203539823	-0.10413723438978195	0.0	0.028126437216997147	0.19893255829811096
71	-363.8914123062016	179.97438448225748	-9.207392	-622.99664	65.5813953488372	-0.1102404072880745	0.0	0.032973285764455795	0.20337311923503876
72	-393.7742995689655	190.01852904206564	-9.207392	-704.1693	73.57241379310345	-0.11388562619686127	0.0	0.0372643806040287	0.21292153000831604
73	-425.8942158385093	204.9392880861116	-9.207392	-802.1475	81.56521739130434	-0.1306050419807434	0.0	0.04174245148897171	0.22870568931102753
74	-460.9127824858757	225.15951658680677	-9.207392	-891.97296	89.55932203389831	-0.1619410514831543	0.0	0.04627222940325737	0.24967136979103088
75	-497.53311204663214	247.82187945745193	-9.207392	-974.6166	97.55440414507773	-0.1745857298374176	0.0	0.051037970930337906	0.27580562233924866
76	-535.0435855263158	271.6472522685841	-9.207392	-1074.2062	105.55023923444976	-0.18469953536987305	0.0	0.05698459967970848	0.30788999795913696
77	-574.6410416666666	298.653839010242	-9.207392	-1209.8162	113.54666666666667	-0.18387410044670105	0.0	0.06519429385662079	0.3463287353515625
78	-618.438731846473	332.4760622213387	-9.207392	-1384.1708	121.54356846473028	-0.19687332212924957	0.0	0.07725482434034348	0.3929150104522705
79	-668.9455860894942	377.76335416629917	-9.207392	-1591.7994	129.5408560311284	-0.22414803504943848	0.0	0.0950731486082077	0.4394947290420532
80	-722.7327152014652	425.2767252510923	-9.207392	-1607.9644	137.53846153846155	-0.24691985547542572	0.0	0.11441236734390259	0.4463130831718445
81	-771.7268598615917	460.2234600908488	-9.207392	-1613.2793	145.5363321799308	-0.26655659079551697	0.0	0.13340286910533905	0.4500488042831421
82	-815.8048668032787	485.5804030939186	-9.207392	-1619.157	153.5344262295082	-0.29700368642807007	0.0	0.15170036256313324	0.4559098184108734
83	-855.8989485981308	504.65852246748534	-9.207392	-1636.4948	161.53271028037383	-0.32357022166252136	0.0	0.16929814219474792	0.46454504132270813
84	-893.116747032641	519.9854825638417	-9.207392	-1663.6161	169.53115727002967	-0.3418920338153839	0.0	0.18592137098312378	0.4750424027442932
85	-927.8944759206798	532.5472913871024	-9.207392	-1670.1184	177.52974504249292	-0.3581806719303131	0.0	0.20151904225349426	0.4864315092563629
86	-959.7584688346883	541.9515473497578	-9.207392	-1671.9073	185.52845528455285	-0.37132519483566284	0.0	0.2163240760564804	0.4984942078590393
87	-989.1501623376623	549.0254695674566	-9.207392	-1676.1068	193.52727272727273	-0.38497087359428406	0.0	0.23074646294116974	0.5113261342048645
88	-1016.5390430174564	554.5067768621362	-9.207392	-1727.2076	201.52618453865335	-0.38931524753570557	0.0	0.2450113147497177	0.5221479535102844
89	-1043.580410671463	560.3846914380171	-9.207392	-1739.3448	209.5251798561151	-0.41109973192214966	0.0	0.25866854190826416	0.5127524137496948
90	-1069.445294457275	565.5663310583383	-9.207392	-1759.405	217.5242494226328	-0.4413849711418152	0.0	0.2711632251739502	0.4998219907283783
91	-1094.122981625835	570.0431273490295	-9.207392	-1776.2782	225.52338530066814	-0.4738204777240753	0.0	0.2827041447162628	0.48744556307792664
92	-1117.6950268817204	573.9017337489058	-9.207392	-1800.7727	233.5225806451613	-0.5013746619224548	0.0	0.293197900056839	0.47552892565727234
93	-1140.5007796257796	577.5174053051159	-9.207392	-1823.442	241.52182952182952	-0.5276530981063843	0.0	0.3026016354560852	0.46337732672691345
94	-1162.5186116700202	580.8309041669636	-9.207392	-1842.9626	249.5211267605634	-0.5522168874740601	0.0	0.3110799789428711	0.45129507780075073
95	-1183.8235867446394	583.9046091551193	-9.207392	-1859.6128	257.5204678362573	-0.5784959197044373	0.0	0.3186749815940857	0.4389072358608246
96	-1204.250236294896	586.5244915653984	-9.207392	-1866.6246	265.51984877126654	-0.6077189445495605	0.0	0.32550686597824097	0.4266742765903473
97	-1223.8103211009175	588.6958124813082	-9.207392	-1890.257	273.5192660550459	-0.6347455382347107	0.0	0.3314597010612488	0.4134053587913513
98	-1242.7667112299466	590.6942047233587	-9.207392	-1893.3309	281.5187165775401	-0.6649630069732666	0.0	0.3362574875354767	0.399334579706192
99	-1260.7042894280762	592.0523186399429	-9.207392	-1893.3309	289.51819757365683	-0.6941412687301636	0.0	0.3401201069355011	0.38582634925842285
100	-1277.6722175379427	592.8330586372132	-9.207392	-1893.5793	297.5177065767285	-0.7232770919799805	0.0	0.343032568693161	0.3726886510848999
101	-1293.6493226600985	593.0253402572205	-9.207392	-1893.5793	305.51724137931035	-0.7534886002540588	0.0	0.34491443634033203	0.3594021499156952
102	-1308.559	592.5685918102646	-9.207392	-1893.5793	313.5168	-0.7820992469787598	0.0	0.34590888023376465	0.3461970388889313
103	-1322.6665366614664	591.734308131324	-9.207392	-1936.244	321.5163806552262	-0.8077571392059326	0.0	0.3461596667766571	0.33386802673339844
104	-1337.0728691019788	591.5818589936738	-9.207392	-1949.3242	329.5159817351598	-0.8254712224006653	0.0	0.34583622217178345	0.3227241635322571
105	-1351.6001114413075	591.8745298947972	-9.207392	-1960.1567	337.5156017830609	-0.8503943085670471	0.0	0.3450240194797516	0.31297948956489563
106	-1365.8053338171262	592.1739437704911	-9.207392	-1976.7505	345.51523947750366	-0.8753935098648071	0.0	0.34366950392723083	0.30263131856918335
107	-1379.719060283688	592.4935263134985	-9.207392	-1987.1366	353.5148936170213	-0.9016599655151367	0.0	0.34192728996276855	0.2920425236225128
108	-1393.0410020804438	592.5189089136732	-9.207392	-1987.1366	361.5145631067961	-0.9260831475257874	0.0	0.3398408591747284	0.2822015583515167
109	-1405.405868385346	591.904059114941	-9.207392	-1987.1366	369.51424694708277	-0.9466664791107178	0.0	0.337492972612381	0.27302873134613037
110	-1416.5946215139443	590.4865259405984	-9.207392	-1987.1366	377.51394422310756	-0.9660332202911377	0.0	0.3348926305770874	0.2625623643398285
111	-1427.645156046814	589.2334223444918	-9.207392	-2024.2563	385.5136540962289	-0.9873478412628174	0.0	0.33200934529304504	0.2503996789455414
112	-1439.7646496815287	589.2290115273328	-9.207392	-2041.0514	393.51337579617837	-1.0124850273132324	0.0	0.32884350419044495	0.23599301278591156
113	-1451.8330212234707	589.4080993806249	-9.207392	-2058.1213	401.51310861423224	-1.040065050125122	0.0	0.3253425657749176	0.22136534750461578
114	-1463.579100367197	589.4964762161316	-9.207392	-2058.1213	409.5128518971848	-1.066605806350708	0.0	0.3214704394340515	0.2063397914171219
115	-1474.6700180072028	589.1629237997857	-9.207392	-2058.1213	417.5126050420168	-1.0922658443450928	0.0	0.31723037362098694	0.19104428589344025
116	-1485.3261189634864	588.6281909932939	-9.207392	-2058.1213	425.51236749116606	-1.1212821006774902	0.0	0.31255093216896057	0.17618383467197418
117	-1495.5910404624278	587.9331014596027	-9.207392	-2058.1213	433.5121387283237	-1.1507742404937744	0.0	0.3074420690536499	0.1620263010263443
118	-1505.384506242906	587.0038895968374	-9.207392	-2058.1213	441.51191827468784	-1.17869234085083	0.0	0.30187830328941345	0.14715732634067535
